parents,has_nurs,form,children,housing,finance
usual,less_proper,complete,3,critical,convenient
usual,less_proper,complete,3,critical,convenient
usual,less_proper,complete,3,critical,convenient
usual,less_proper,complete,3,critical,convenient
usual,less_proper,complete,3,critical,convenient
usual,less_proper,complete,3,critical,convenient
usual,less_proper,complete,3,critical,convenient
usual,less_proper,complete,3,critical,convenient
usual,less_proper,complete,3,critical,inconv
usual,less_proper,complete,3,critical,inconv
usual,less_proper,complete,3,critical,inconv
usual,less_proper,complete,3,critical,inconv
usual,less_proper,complete,3,critical,inconv
usual,less_proper,complete,3,critical,inconv
usual,less_proper,complete,3,critical,inconv
usual,less_proper,complete,3,critical,inconv
usual,less_proper,complete,3,critical,inconv
usual,less_proper,complete,more,convenient,convenient
usual,less_proper,complete,more,convenient,convenient
usual,less_proper,complete,more,convenient,convenient
usual,less_proper,complete,more,convenient,convenient
usual,less_proper,complete,more,convenient,convenient
usual,less_proper,complete,more,convenient,convenient
usual,less_proper,complete,more,convenient,convenient
usual,less_proper,complete,more,convenient,convenient
usual,less_proper,complete,more,convenient,convenient
usual,less_proper,complete,more,convenient,inconv
usual,less_proper,complete,more,convenient,inconv
usual,less_proper,complete,more,convenient,inconv
usual,less_proper,complete,more,convenient,inconv
usual,less_proper,complete,more,convenient,inconv
usual,less_proper,complete,more,convenient,inconv
usual,less_proper,complete,more,convenient,inconv
usual,less_proper,complete,more,convenient,inconv
usual,less_proper,complete,more,convenient,inconv
usual,less_proper,complete,more,less_conv,convenient
usual,less_proper,complete,more,less_conv,convenient
usual,less_proper,complete,more,less_conv,convenient
usual,less_proper,complete,more,less_conv,convenient
usual,less_proper,complete,more,less_conv,convenient
usual,less_proper,complete,more,less_conv,convenient
usual,less_proper,complete,more,less_conv,convenient
usual,less_proper,complete,more,less_conv,convenient
usual,less_proper,complete,more,less_conv,convenient
usual,less_proper,complete,more,less_conv,inconv
usual,less_proper,complete,more,less_conv,inconv
usual,less_proper,complete,more,less_conv,inconv
usual,less_proper,complete,more,less_conv,inconv
usual,less_proper,complete,more,less_conv,inconv
usual,less_proper,complete,more,less_conv,inconv
usual,less_proper,complete,more,less_conv,inconv
usual,less_proper,complete,more,less_conv,inconv
usual,less_proper,complete,more,less_conv,inconv
usual,less_proper,complete,more,critical,convenient
usual,less_proper,complete,more,critical,convenient
usual,less_proper,complete,more,critical,convenient
usual,less_proper,complete,more,critical,convenient
usual,less_proper,complete,more,critical,convenient
usual,less_proper,complete,more,critical,convenient
usual,less_proper,complete,more,critical,convenient
usual,less_proper,complete,more,critical,convenient
usual,less_proper,complete,more,critical,convenient
usual,less_proper,complete,more,critical,inconv
usual,less_proper,complete,more,critical,inconv
usual,less_proper,complete,more,critical,inconv
usual,less_proper,complete,more,critical,inconv
usual,less_proper,complete,more,critical,inconv
usual,less_proper,complete,more,critical,inconv
usual,less_proper,complete,more,critical,inconv
usual,less_proper,complete,more,critical,inconv
usual,less_proper,complete,more,critical,inconv
usual,less_proper,completed,1,convenient,convenient
usual,less_proper,completed,1,convenient,convenient
usual,less_proper,completed,1,convenient,convenient
usual,less_proper,completed,1,convenient,convenient
usual,less_proper,completed,1,convenient,convenient
usual,less_proper,completed,1,convenient,convenient
usual,less_proper,completed,1,convenient,convenient
usual,less_proper,completed,1,convenient,convenient
usual,less_proper,completed,1,convenient,convenient
usual,less_proper,completed,1,convenient,inconv
usual,less_proper,completed,1,convenient,inconv
usual,less_proper,completed,1,convenient,inconv
usual,less_proper,completed,1,convenient,inconv
usual,less_proper,completed,1,convenient,inconv
usual,less_proper,completed,1,convenient,inconv
usual,less_proper,completed,1,convenient,inconv
usual,less_proper,completed,1,convenient,inconv
usual,less_proper,completed,1,convenient,inconv
usual,less_proper,completed,1,less_conv,convenient
usual,less_proper,completed,1,less_conv,convenient
usual,less_proper,completed,1,less_conv,convenient
usual,less_proper,completed,1,less_conv,convenient
usual,less_proper,completed,1,less_conv,convenient
usual,less_proper,completed,1,less_conv,convenient
usual,less_proper,completed,1,less_conv,convenient
usual,less_proper,completed,1,less_conv,convenient
usual,less_proper,completed,1,less_conv,convenient
usual,less_proper,completed,1,less_conv,inconv
usual,less_proper,completed,1,less_conv,inconv
usual,less_proper,completed,1,less_conv,inconv
usual,less_proper,completed,1,less_conv,inconv
usual,less_proper,completed,1,less_conv,inconv
usual,less_proper,completed,1,less_conv,inconv
usual,less_proper,completed,1,less_conv,inconv
usual,less_proper,completed,1,less_conv,inconv
usual,less_proper,completed,1,less_conv,inconv
usual,less_proper,completed,1,critical,convenient
usual,less_proper,completed,1,critical,convenient
usual,less_proper,completed,1,critical,convenient
usual,less_proper,completed,1,critical,convenient
usual,less_proper,completed,1,critical,convenient
usual,less_proper,completed,1,critical,convenient
usual,less_proper,completed,1,critical,convenient
usual,less_proper,completed,1,critical,convenient
usual,less_proper,completed,1,critical,convenient
usual,less_proper,completed,1,critical,inconv
usual,less_proper,completed,1,critical,inconv
usual,less_proper,completed,1,critical,inconv
usual,less_proper,completed,1,critical,inconv
usual,less_proper,completed,1,critical,inconv
usual,less_proper,completed,1,critical,inconv
usual,less_proper,completed,1,critical,inconv
usual,less_proper,completed,1,critical,inconv
usual,less_proper,completed,1,critical,inconv
usual,less_proper,completed,2,convenient,convenient
usual,less_proper,completed,2,convenient,convenient
usual,less_proper,completed,2,convenient,convenient
usual,less_proper,completed,2,convenient,convenient
usual,less_proper,completed,2,convenient,convenient
usual,less_proper,completed,2,convenient,convenient
usual,less_proper,completed,2,convenient,convenient
usual,less_proper,completed,2,convenient,convenient
usual,less_proper,completed,2,convenient,convenient
usual,less_proper,completed,2,convenient,inconv
usual,less_proper,completed,2,convenient,inconv
usual,less_proper,completed,2,convenient,inconv
usual,less_proper,completed,2,convenient,inconv
usual,less_proper,completed,2,convenient,inconv
usual,less_proper,completed,2,convenient,inconv
usual,less_proper,completed,2,convenient,inconv
usual,less_proper,completed,2,convenient,inconv
usual,less_proper,completed,2,convenient,inconv
usual,less_proper,completed,2,less_conv,convenient
usual,less_proper,completed,2,less_conv,convenient
usual,less_proper,completed,2,less_conv,convenient
usual,less_proper,completed,2,less_conv,convenient
usual,less_proper,completed,2,less_conv,convenient
usual,less_proper,completed,2,less_conv,convenient
usual,less_proper,completed,2,less_conv,convenient
usual,less_proper,completed,2,less_conv,convenient
usual,less_proper,completed,2,less_conv,convenient
usual,less_proper,completed,2,less_conv,inconv
usual,less_proper,completed,2,less_conv,inconv
usual,less_proper,completed,2,less_conv,inconv
usual,less_proper,completed,2,less_conv,inconv
usual,less_proper,completed,2,less_conv,inconv
usual,less_proper,completed,2,less_conv,inconv
usual,less_proper,completed,2,less_conv,inconv
usual,less_proper,completed,2,less_conv,inconv
usual,less_proper,completed,2,less_conv,inconv
usual,less_proper,completed,2,critical,convenient
usual,less_proper,completed,2,critical,convenient
usual,less_proper,completed,2,critical,convenient
usual,less_proper,completed,2,critical,convenient
usual,less_proper,completed,2,critical,convenient
usual,less_proper,completed,2,critical,convenient
usual,less_proper,completed,2,critical,convenient
usual,less_proper,completed,2,critical,convenient
usual,less_proper,completed,2,critical,convenient
usual,less_proper,completed,2,critical,inconv
usual,less_proper,completed,2,critical,inconv
usual,less_proper,completed,2,critical,inconv
usual,less_proper,completed,2,critical,inconv
usual,less_proper,completed,2,critical,inconv
usual,less_proper,completed,2,critical,inconv
usual,less_proper,completed,2,critical,inconv
usual,less_proper,completed,2,critical,inconv
usual,less_proper,completed,2,critical,inconv
usual,less_proper,completed,3,convenient,convenient
usual,less_proper,completed,3,convenient,convenient
usual,less_proper,completed,3,convenient,convenient
usual,less_proper,completed,3,convenient,convenient
usual,less_proper,completed,3,convenient,convenient
usual,less_proper,completed,3,convenient,convenient
usual,less_proper,completed,3,convenient,convenient
usual,less_proper,completed,3,convenient,convenient
usual,less_proper,completed,3,convenient,convenient
usual,less_proper,completed,3,convenient,inconv
usual,less_proper,completed,3,convenient,inconv
usual,less_proper,completed,3,convenient,inconv
usual,less_proper,completed,3,convenient,inconv
usual,less_proper,completed,3,convenient,inconv
usual,less_proper,completed,3,convenient,inconv
usual,less_proper,completed,3,convenient,inconv
usual,less_proper,completed,3,convenient,inconv
usual,less_proper,completed,3,convenient,inconv
usual,less_proper,completed,3,less_conv,convenient
usual,less_proper,completed,3,less_conv,convenient
usual,less_proper,completed,3,less_conv,convenient
usual,less_proper,completed,3,less_conv,convenient
usual,less_proper,completed,3,less_conv,convenient
usual,less_proper,completed,3,less_conv,convenient
usual,less_proper,completed,3,less_conv,convenient
usual,less_proper,completed,3,less_conv,convenient
usual,less_proper,completed,3,less_conv,convenient
usual,less_proper,completed,3,less_conv,inconv
usual,less_proper,completed,3,less_conv,inconv
usual,less_proper,completed,3,less_conv,inconv
usual,less_proper,completed,3,less_conv,inconv
usual,less_proper,completed,3,less_conv,inconv
usual,less_proper,completed,3,less_conv,inconv
usual,less_proper,completed,3,less_conv,inconv
usual,less_proper,completed,3,less_conv,inconv
usual,less_proper,completed,3,less_conv,inconv
usual,less_proper,completed,3,critical,convenient
usual,less_proper,completed,3,critical,convenient
usual,less_proper,completed,3,critical,convenient
usual,less_proper,completed,3,critical,convenient
usual,less_proper,completed,3,critical,convenient
usual,less_proper,completed,3,critical,convenient
usual,less_proper,completed,3,critical,convenient
usual,less_proper,completed,3,critical,convenient
usual,less_proper,completed,3,critical,convenient
usual,less_proper,completed,3,critical,inconv
usual,less_proper,completed,3,critical,inconv
usual,less_proper,completed,3,critical,inconv
usual,less_proper,completed,3,critical,inconv
usual,less_proper,completed,3,critical,inconv
usual,less_proper,completed,3,critical,inconv
usual,less_proper,completed,3,critical,inconv
usual,less_proper,completed,3,critical,inconv
usual,less_proper,completed,3,critical,inconv
usual,less_proper,completed,more,convenient,convenient
usual,less_proper,completed,more,convenient,convenient
usual,less_proper,completed,more,convenient,convenient
usual,less_proper,completed,more,convenient,convenient
usual,less_proper,completed,more,convenient,convenient
usual,less_proper,completed,more,convenient,convenient
usual,less_proper,completed,more,convenient,convenient
usual,less_proper,completed,more,convenient,convenient
usual,less_proper,completed,more,convenient,convenient
usual,less_proper,completed,more,convenient,inconv
usual,less_proper,completed,more,convenient,inconv
usual,less_proper,completed,more,convenient,inconv
usual,less_proper,completed,more,convenient,inconv
usual,less_proper,completed,more,convenient,inconv
usual,less_proper,completed,more,convenient,inconv
usual,less_proper,completed,more,convenient,inconv
usual,less_proper,completed,more,convenient,inconv
usual,less_proper,completed,more,convenient,inconv
usual,less_proper,completed,more,less_conv,convenient
usual,less_proper,completed,more,less_conv,convenient
usual,less_proper,completed,more,less_conv,convenient
usual,less_proper,completed,more,less_conv,convenient
usual,less_proper,completed,more,less_conv,convenient
usual,less_proper,completed,more,less_conv,convenient
usual,less_proper,completed,more,less_conv,convenient
usual,less_proper,completed,more,less_conv,convenient
usual,less_proper,completed,more,less_conv,convenient
usual,less_proper,completed,more,less_conv,inconv
usual,less_proper,completed,more,less_conv,inconv
usual,less_proper,completed,more,less_conv,inconv
usual,less_proper,completed,more,less_conv,inconv
usual,less_proper,completed,more,less_conv,inconv
usual,less_proper,completed,more,less_conv,inconv
usual,less_proper,completed,more,less_conv,inconv
usual,less_proper,completed,more,less_conv,inconv
usual,less_proper,completed,more,less_conv,inconv
usual,less_proper,completed,more,critical,convenient
usual,less_proper,completed,more,critical,convenient
usual,less_proper,completed,more,critical,convenient
usual,less_proper,completed,more,critical,convenient
usual,less_proper,completed,more,critical,convenient
usual,less_proper,completed,more,critical,convenient
usual,less_proper,completed,more,critical,convenient
usual,less_proper,completed,more,critical,convenient
usual,less_proper,completed,more,critical,convenient
usual,less_proper,completed,more,critical,inconv
usual,less_proper,completed,more,critical,inconv
usual,less_proper,completed,more,critical,inconv
usual,less_proper,completed,more,critical,inconv
usual,less_proper,completed,more,critical,inconv
usual,less_proper,completed,more,critical,inconv
usual,less_proper,completed,more,critical,inconv
usual,less_proper,completed,more,critical,inconv
usual,less_proper,completed,more,critical,inconv
usual,less_proper,incomplete,1,convenient,convenient
usual,less_proper,incomplete,1,convenient,convenient
usual,less_proper,incomplete,1,convenient,convenient
usual,less_proper,incomplete,1,convenient,convenient
usual,less_proper,incomplete,1,convenient,convenient
usual,less_proper,incomplete,1,convenient,convenient
usual,less_proper,incomplete,1,convenient,convenient
usual,less_proper,incomplete,1,convenient,convenient
usual,less_proper,incomplete,1,convenient,convenient
usual,less_proper,incomplete,1,convenient,inconv
usual,less_proper,incomplete,1,convenient,inconv
usual,less_proper,incomplete,1,convenient,inconv
usual,less_proper,incomplete,1,convenient,inconv
usual,less_proper,incomplete,1,convenient,inconv
usual,less_proper,incomplete,1,convenient,inconv
usual,less_proper,incomplete,1,convenient,inconv
usual,less_proper,incomplete,1,convenient,inconv
usual,less_proper,incomplete,1,convenient,inconv
usual,less_proper,incomplete,1,less_conv,convenient
usual,less_proper,incomplete,1,less_conv,convenient
usual,less_proper,incomplete,1,less_conv,convenient
usual,less_proper,incomplete,1,less_conv,convenient
usual,less_proper,incomplete,1,less_conv,convenient
usual,less_proper,incomplete,1,less_conv,convenient
usual,less_proper,incomplete,1,less_conv,convenient
usual,less_proper,incomplete,1,less_conv,convenient
usual,less_proper,incomplete,1,less_conv,convenient
usual,less_proper,incomplete,1,less_conv,inconv
usual,less_proper,incomplete,1,less_conv,inconv
usual,less_proper,incomplete,1,less_conv,inconv
usual,less_proper,incomplete,1,less_conv,inconv
usual,less_proper,incomplete,1,less_conv,inconv
usual,less_proper,incomplete,1,less_conv,inconv
usual,less_proper,incomplete,1,less_conv,inconv
usual,less_proper,incomplete,1,less_conv,inconv
usual,less_proper,incomplete,1,less_conv,inconv
usual,less_proper,incomplete,1,critical,convenient
usual,less_proper,incomplete,1,critical,convenient
usual,less_proper,incomplete,1,critical,convenient
usual,less_proper,incomplete,1,critical,convenient
usual,less_proper,incomplete,1,critical,convenient
usual,less_proper,incomplete,1,critical,convenient
usual,less_proper,incomplete,1,critical,convenient
usual,less_proper,incomplete,1,critical,convenient
usual,less_proper,incomplete,1,critical,convenient
usual,less_proper,incomplete,1,critical,inconv
usual,less_proper,incomplete,1,critical,inconv
usual,less_proper,incomplete,1,critical,inconv
usual,less_proper,incomplete,1,critical,inconv
usual,less_proper,incomplete,1,critical,inconv
usual,less_proper,incomplete,1,critical,inconv
usual,less_proper,incomplete,1,critical,inconv
usual,less_proper,incomplete,1,critical,inconv
usual,less_proper,incomplete,1,critical,inconv
usual,less_proper,incomplete,2,convenient,convenient
usual,less_proper,incomplete,2,convenient,convenient
usual,less_proper,incomplete,2,convenient,convenient
usual,less_proper,incomplete,2,convenient,convenient
usual,less_proper,incomplete,2,convenient,convenient
usual,less_proper,incomplete,2,convenient,convenient
usual,less_proper,incomplete,2,convenient,convenient
usual,less_proper,incomplete,2,convenient,convenient
usual,less_proper,incomplete,2,convenient,convenient
usual,less_proper,incomplete,2,convenient,inconv
usual,less_proper,incomplete,2,convenient,inconv
usual,less_proper,incomplete,2,convenient,inconv
usual,less_proper,incomplete,2,convenient,inconv
usual,less_proper,incomplete,2,convenient,inconv
usual,less_proper,incomplete,2,convenient,inconv
usual,less_proper,incomplete,2,convenient,inconv
usual,less_proper,incomplete,2,convenient,inconv
usual,less_proper,incomplete,2,convenient,inconv
usual,less_proper,incomplete,2,less_conv,convenient
usual,less_proper,incomplete,2,less_conv,convenient
usual,less_proper,incomplete,2,less_conv,convenient
usual,less_proper,incomplete,2,less_conv,convenient
usual,less_proper,incomplete,2,less_conv,convenient
usual,less_proper,incomplete,2,less_conv,convenient
usual,less_proper,incomplete,2,less_conv,convenient
usual,less_proper,incomplete,2,less_conv,convenient
usual,less_proper,incomplete,2,less_conv,convenient
usual,less_proper,incomplete,2,less_conv,inconv
usual,less_proper,incomplete,2,less_conv,inconv
usual,less_proper,incomplete,2,less_conv,inconv
usual,less_proper,incomplete,2,less_conv,inconv
usual,less_proper,incomplete,2,less_conv,inconv
usual,less_proper,incomplete,2,less_conv,inconv
usual,less_proper,incomplete,2,less_conv,inconv
usual,less_proper,incomplete,2,less_conv,inconv
usual,less_proper,incomplete,2,less_conv,inconv
usual,less_proper,incomplete,2,critical,convenient
usual,less_proper,incomplete,2,critical,convenient
usual,less_proper,incomplete,2,critical,convenient
usual,less_proper,incomplete,2,critical,convenient
usual,less_proper,incomplete,2,critical,convenient
usual,less_proper,incomplete,2,critical,convenient
usual,less_proper,incomplete,2,critical,convenient
usual,less_proper,incomplete,2,critical,convenient
usual,less_proper,incomplete,2,critical,convenient
usual,less_proper,incomplete,2,critical,inconv
usual,less_proper,incomplete,2,critical,inconv
usual,less_proper,incomplete,2,critical,inconv
usual,less_proper,incomplete,2,critical,inconv
usual,less_proper,incomplete,2,critical,inconv
usual,less_proper,incomplete,2,critical,inconv
usual,less_proper,incomplete,2,critical,inconv
usual,less_proper,incomplete,2,critical,inconv
usual,less_proper,incomplete,2,critical,inconv
usual,less_proper,incomplete,3,convenient,convenient
usual,less_proper,incomplete,3,convenient,convenient
usual,less_proper,incomplete,3,convenient,convenient
usual,less_proper,incomplete,3,convenient,convenient
usual,less_proper,incomplete,3,convenient,convenient
usual,less_proper,incomplete,3,convenient,convenient
usual,less_proper,incomplete,3,convenient,convenient
usual,less_proper,incomplete,3,convenient,convenient
usual,less_proper,incomplete,3,convenient,convenient
usual,less_proper,incomplete,3,convenient,inconv
usual,less_proper,incomplete,3,convenient,inconv
usual,less_proper,incomplete,3,convenient,inconv
usual,less_proper,incomplete,3,convenient,inconv
usual,less_proper,incomplete,3,convenient,inconv
usual,less_proper,incomplete,3,convenient,inconv
usual,less_proper,incomplete,3,convenient,inconv
usual,less_proper,incomplete,3,convenient,inconv
usual,less_proper,incomplete,3,convenient,inconv
usual,less_proper,incomplete,3,less_conv,convenient
usual,less_proper,incomplete,3,less_conv,convenient
usual,less_proper,incomplete,3,less_conv,convenient
usual,less_proper,incomplete,3,less_conv,convenient
usual,less_proper,incomplete,3,less_conv,convenient
usual,less_proper,incomplete,3,less_conv,convenient
usual,less_proper,incomplete,3,less_conv,convenient
usual,less_proper,incomplete,3,less_conv,convenient
usual,less_proper,incomplete,3,less_conv,convenient
usual,less_proper,incomplete,3,less_conv,inconv
usual,less_proper,incomplete,3,less_conv,inconv
usual,less_proper,incomplete,3,less_conv,inconv
usual,less_proper,incomplete,3,less_conv,inconv
usual,less_proper,incomplete,3,less_conv,inconv
usual,less_proper,incomplete,3,less_conv,inconv
usual,less_proper,incomplete,3,less_conv,inconv
usual,less_proper,incomplete,3,less_conv,inconv
usual,less_proper,incomplete,3,less_conv,inconv
usual,less_proper,incomplete,3,critical,convenient
usual,less_proper,incomplete,3,critical,convenient
usual,less_proper,incomplete,3,critical,convenient
usual,less_proper,incomplete,3,critical,convenient
usual,less_proper,incomplete,3,critical,convenient
usual,less_proper,incomplete,3,critical,convenient
usual,less_proper,incomplete,3,critical,convenient
usual,less_proper,incomplete,3,critical,convenient
usual,less_proper,incomplete,3,critical,convenient
usual,less_proper,incomplete,3,critical,inconv
usual,less_proper,incomplete,3,critical,inconv
usual,less_proper,incomplete,3,critical,inconv
usual,less_proper,incomplete,3,critical,inconv
usual,less_proper,incomplete,3,critical,inconv
usual,less_proper,incomplete,3,critical,inconv
usual,less_proper,incomplete,3,critical,inconv
usual,less_proper,incomplete,3,critical,inconv
usual,less_proper,incomplete,3,critical,inconv
usual,less_proper,incomplete,more,convenient,convenient
usual,less_proper,incomplete,more,convenient,convenient
usual,less_proper,incomplete,more,convenient,convenient
usual,less_proper,incomplete,more,convenient,convenient
usual,less_proper,incomplete,more,convenient,convenient
usual,less_proper,incomplete,more,convenient,convenient
usual,less_proper,incomplete,more,convenient,convenient
usual,less_proper,incomplete,more,convenient,convenient
usual,less_proper,incomplete,more,convenient,convenient
usual,less_proper,incomplete,more,convenient,inconv
usual,less_proper,incomplete,more,convenient,inconv
usual,less_proper,incomplete,more,convenient,inconv
usual,less_proper,incomplete,more,convenient,inconv
usual,less_proper,incomplete,more,convenient,inconv
usual,less_proper,incomplete,more,convenient,inconv
usual,less_proper,incomplete,more,convenient,inconv
usual,less_proper,incomplete,more,convenient,inconv
usual,less_proper,incomplete,more,convenient,inconv
usual,less_proper,incomplete,more,less_conv,convenient
usual,less_proper,incomplete,more,less_conv,convenient
usual,less_proper,incomplete,more,less_conv,convenient
usual,less_proper,incomplete,more,less_conv,convenient
usual,less_proper,incomplete,more,less_conv,convenient
usual,less_proper,incomplete,more,less_conv,convenient
usual,less_proper,incomplete,more,less_conv,convenient
usual,less_proper,incomplete,more,less_conv,convenient
usual,less_proper,incomplete,more,less_conv,convenient
usual,less_proper,incomplete,more,less_conv,inconv
usual,less_proper,incomplete,more,less_conv,inconv
usual,less_proper,incomplete,more,less_conv,inconv
usual,less_proper,incomplete,more,less_conv,inconv
usual,less_proper,incomplete,more,less_conv,inconv
usual,less_proper,incomplete,more,less_conv,inconv
usual,less_proper,incomplete,more,less_conv,inconv
usual,less_proper,incomplete,more,less_conv,inconv
usual,less_proper,incomplete,more,less_conv,inconv
usual,less_proper,incomplete,more,critical,convenient
usual,less_proper,incomplete,more,critical,convenient
usual,less_proper,incomplete,more,critical,convenient
usual,less_proper,incomplete,more,critical,convenient
usual,less_proper,incomplete,more,critical,convenient
usual,less_proper,incomplete,more,critical,convenient
usual,less_proper,incomplete,more,critical,convenient
usual,less_proper,incomplete,more,critical,convenient
usual,less_proper,incomplete,more,critical,convenient
usual,less_proper,incomplete,more,critical,inconv
usual,less_proper,incomplete,more,critical,inconv
usual,less_proper,incomplete,more,critical,inconv
usual,less_proper,incomplete,more,critical,inconv
usual,less_proper,incomplete,more,critical,inconv
usual,less_proper,incomplete,more,critical,inconv
usual,less_proper,incomplete,more,critical,inconv
usual,less_proper,incomplete,more,critical,inconv
usual,less_proper,incomplete,more,critical,inconv
usual,less_proper,foster,1,convenient,convenient
usual,less_proper,foster,1,convenient,convenient
usual,less_proper,foster,1,convenient,convenient
usual,less_proper,foster,1,convenient,convenient
usual,less_proper,foster,1,convenient,convenient
usual,less_proper,foster,1,convenient,convenient
usual,less_proper,foster,1,convenient,convenient
usual,less_proper,foster,1,convenient,convenient
usual,less_proper,foster,1,convenient,convenient
usual,less_proper,foster,1,convenient,inconv
usual,less_proper,foster,1,convenient,inconv
usual,less_proper,foster,1,convenient,inconv
usual,less_proper,foster,1,convenient,inconv
usual,less_proper,foster,1,convenient,inconv
usual,less_proper,foster,1,convenient,inconv
usual,less_proper,foster,1,convenient,inconv
usual,less_proper,foster,1,convenient,inconv
usual,less_proper,foster,1,convenient,inconv
usual,less_proper,foster,1,less_conv,convenient
usual,less_proper,foster,1,less_conv,convenient
usual,less_proper,foster,1,less_conv,convenient
usual,less_proper,foster,1,less_conv,convenient
usual,less_proper,foster,1,less_conv,convenient
usual,less_proper,foster,1,less_conv,convenient
usual,less_proper,foster,1,less_conv,convenient
usual,less_proper,foster,1,less_conv,convenient
usual,less_proper,foster,1,less_conv,convenient
usual,less_proper,foster,1,less_conv,inconv
usual,less_proper,foster,1,less_conv,inconv
usual,less_proper,foster,1,less_conv,inconv
usual,less_proper,foster,1,less_conv,inconv
usual,less_proper,foster,1,less_conv,inconv
usual,less_proper,foster,1,less_conv,inconv
usual,less_proper,foster,1,less_conv,inconv
usual,less_proper,foster,1,less_conv,inconv
usual,less_proper,foster,1,less_conv,inconv
usual,less_proper,foster,1,critical,convenient
usual,less_proper,foster,1,critical,convenient
usual,less_proper,foster,1,critical,convenient
usual,less_proper,foster,1,critical,convenient
usual,less_proper,foster,1,critical,convenient
usual,less_proper,foster,1,critical,convenient
usual,less_proper,foster,1,critical,convenient
usual,less_proper,foster,1,critical,convenient
usual,less_proper,foster,1,critical,convenient
usual,less_proper,foster,1,critical,inconv
usual,less_proper,foster,1,critical,inconv
usual,less_proper,foster,1,critical,inconv
usual,less_proper,foster,1,critical,inconv
usual,less_proper,foster,1,critical,inconv
usual,less_proper,foster,1,critical,inconv
usual,less_proper,foster,1,critical,inconv
usual,less_proper,foster,1,critical,inconv
usual,less_proper,foster,1,critical,inconv
usual,less_proper,foster,2,convenient,convenient
usual,less_proper,foster,2,convenient,convenient
usual,less_proper,foster,2,convenient,convenient
usual,less_proper,foster,2,convenient,convenient
usual,less_proper,foster,2,convenient,convenient
usual,less_proper,foster,2,convenient,convenient
usual,less_proper,foster,2,convenient,convenient
usual,less_proper,foster,2,convenient,convenient
usual,less_proper,foster,2,convenient,convenient
usual,less_proper,foster,2,convenient,inconv
usual,less_proper,foster,2,convenient,inconv
usual,less_proper,foster,2,convenient,inconv
usual,less_proper,foster,2,convenient,inconv
usual,less_proper,foster,2,convenient,inconv
usual,less_proper,foster,2,convenient,inconv
usual,less_proper,foster,2,convenient,inconv
usual,less_proper,foster,2,convenient,inconv
usual,less_proper,foster,2,convenient,inconv
usual,less_proper,foster,2,less_conv,convenient
usual,less_proper,foster,2,less_conv,convenient
usual,less_proper,foster,2,less_conv,convenient
usual,less_proper,foster,2,less_conv,convenient
usual,less_proper,foster,2,less_conv,convenient
usual,less_proper,foster,2,less_conv,convenient
usual,less_proper,foster,2,less_conv,convenient
usual,less_proper,foster,2,less_conv,convenient
usual,less_proper,foster,2,less_conv,convenient
usual,less_proper,foster,2,less_conv,inconv
usual,less_proper,foster,2,less_conv,inconv
usual,less_proper,foster,2,less_conv,inconv
usual,less_proper,foster,2,less_conv,inconv
usual,less_proper,foster,2,less_conv,inconv
usual,less_proper,foster,2,less_conv,inconv
usual,less_proper,foster,2,less_conv,inconv
usual,less_proper,foster,2,less_conv,inconv
usual,less_proper,foster,2,less_conv,inconv
usual,less_proper,foster,2,critical,convenient
usual,less_proper,foster,2,critical,convenient
usual,less_proper,foster,2,critical,convenient
usual,less_proper,foster,2,critical,convenient
usual,less_proper,foster,2,critical,convenient
usual,less_proper,foster,2,critical,convenient
usual,less_proper,foster,2,critical,convenient
usual,less_proper,foster,2,critical,convenient
usual,less_proper,foster,2,critical,convenient
usual,less_proper,foster,2,critical,inconv
usual,less_proper,foster,2,critical,inconv
usual,less_proper,foster,2,critical,inconv
usual,less_proper,foster,2,critical,inconv
usual,less_proper,foster,2,critical,inconv
usual,less_proper,foster,2,critical,inconv
usual,less_proper,foster,2,critical,inconv
usual,less_proper,foster,2,critical,inconv
usual,less_proper,foster,2,critical,inconv
usual,less_proper,foster,3,convenient,convenient
usual,less_proper,foster,3,convenient,convenient
usual,less_proper,foster,3,convenient,convenient
usual,less_proper,foster,3,convenient,convenient
usual,less_proper,foster,3,convenient,convenient
usual,less_proper,foster,3,convenient,convenient
usual,less_proper,foster,3,convenient,convenient
usual,less_proper,foster,3,convenient,convenient
usual,less_proper,foster,3,convenient,convenient
usual,less_proper,foster,3,convenient,inconv
usual,less_proper,foster,3,convenient,inconv
usual,less_proper,foster,3,convenient,inconv
usual,less_proper,foster,3,convenient,inconv
usual,less_proper,foster,3,convenient,inconv
usual,less_proper,foster,3,convenient,inconv
usual,less_proper,foster,3,convenient,inconv
usual,less_proper,foster,3,convenient,inconv
usual,less_proper,foster,3,convenient,inconv
usual,less_proper,foster,3,less_conv,convenient
usual,less_proper,foster,3,less_conv,convenient
usual,less_proper,foster,3,less_conv,convenient
usual,less_proper,foster,3,less_conv,convenient
usual,less_proper,foster,3,less_conv,convenient
usual,less_proper,foster,3,less_conv,convenient
usual,less_proper,foster,3,less_conv,convenient
usual,less_proper,foster,3,less_conv,convenient
usual,less_proper,foster,3,less_conv,convenient
usual,less_proper,foster,3,less_conv,inconv
usual,less_proper,foster,3,less_conv,inconv
usual,less_proper,foster,3,less_conv,inconv
usual,less_proper,foster,3,less_conv,inconv
usual,less_proper,foster,3,less_conv,inconv
usual,less_proper,foster,3,less_conv,inconv
usual,less_proper,foster,3,less_conv,inconv
