parents,has_nurs,form,children
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,2
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,3
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,completed,more
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,1
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,2
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,3
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,incomplete,more
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,1
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,2
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,3
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,less_proper,foster,more
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,1
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,2
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,3
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,complete,more
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,1
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,2
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,3
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,completed,more
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,1
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,2
usual,improper,incomplete,3
usual,improper,incomplete,3
usual,improper,incomplete,3
usual,improper,incomplete,3
usual,improper,incomplete,3
usual,improper,incomplete,3
usual,improper,incomplete,3
usual,improper,incomplete,3
usual,improper,incomplete,3
usual,improper,incomplete,3
usual,improper,incomplete,3
usual,improper,incomplete,3
usual,improper,incomplete,3
usual,improper,incomplete,3
usual,improper,incomplete,3
